"_id","_labels","ROlle","Rolle","UNIQUE IMPORT ID","definition","humanname","info","unit","value","_start","_end","_type"
,,,,,,,,,,"979","697","left"
,,,,,,,,,,"344","56","left"
,,,,,,,,,,"344","692","left"
,,,,,,,,,,"980","56","left"
,,,,,,,,,,"980","692","left"
,,,,,,,,,,"348","55","left"
,,,,,,,,,,"348","691","left"
,,,,,,,,,,"984","55","left"
,,,,,,,,,,"984","691","left"
,,,,,,,,,,"351","55","left"
,,,,,,,,,,"351","691","left"
,,,,,,,,,,"987","55","left"
,,,,,,,,,,"987","691","left"
,,,,,,,,,,"356","54","left"
,,,,,,,,,,"356","690","left"
,,,,,,,,,,"992","54","left"
,,,,,,,,,,"992","690","left"
,,,,,,,,,,"359","61","left"
,,,,,,,,,,"359","697","left"
,,,,,,,,,,"995","61","left"
,,,,,,,,,,"995","697","left"
,,,,,,,,,,"360","56","left"
,,,,,,,,,,"360","692","left"
,,,,,,,,,,"996","56","left"
,,,,,,,,,,"996","692","left"
,,,,,,,,,,"364","55","left"
,,,,,,,,,,"364","691","left"
,,,,,,,,,,"1000","55","left"
,,,,,,,,,,"1000","691","left"
,,,,,,,,,,"367","55","left"
,,,,,,,,,,"367","691","left"
,,,,,,,,,,"1003","55","left"
,,,,,,,,,,"1003","691","left"
,,,,,,,,,,"372","54","left"
,,,,,,,,,,"372","690","left"
,,,,,,,,,,"1008","54","left"
,,,,,,,,,,"1008","690","left"
,,,,,,,,,,"375","65","left"
,,,,,,,,,,"375","701","left"
,,,,,,,,,,"1011","65","left"
,,,,,,,,,,"1011","701","left"
,,,,,,,,,,"376","64","left"
,,,,,,,,,,"376","700","left"
,,,,,,,,,,"1012","64","left"
,,,,,,,,,,"1012","700","left"
,,,,,,,,,,"381","55","left"
,,,,,,,,,,"381","691","left"
,,,,,,,,,,"1017","55","left"
,,,,,,,,,,"1017","691","left"
,,,,,,,,,,"386","54","left"
,,,,,,,,,,"386","690","left"
,,,,,,,,,,"1022","54","left"
,,,,,,,,,,"1022","690","left"
,,,,,,,,,,"389","67","left"
,,,,,,,,,,"389","703","left"
,,,,,,,,,,"1025","67","left"
,,,,,,,,,,"1025","703","left"
,,,,,,,,,,"390","64","left"
,,,,,,,,,,"390","700","left"
,,,,,,,,,,"1026","64","left"
,,,,,,,,,,"1026","700","left"
,,,,,,,,,,"395","55","left"
,,,,,,,,,,"395","691","left"
,,,,,,,,,,"1031","55","left"
,,,,,,,,,,"1031","691","left"
,,,,,,,,,,"400","54","left"
,,,,,,,,,,"400","690","left"
,,,,,,,,,,"1036","54","left"
,,,,,,,,,,"1036","690","left"
,,,,,,,,,,"403","67","left"
,,,,,,,,,,"403","703","left"
,,,,,,,,,,"1039","67","left"
,,,,,,,,,,"1039","703","left"
,,,,,,,,,,"404","64","left"
,,,,,,,,,,"404","700","left"
,,,,,,,,,,"1040","64","left"
,,,,,,,,,,"1040","700","left"
,,,,,,,,,,"409","55","left"
,,,,,,,,,,"409","691","left"
,,,,,,,,,,"1045","55","left"
,,,,,,,,,,"1045","691","left"
,,,,,,,,,,"414","54","left"
,,,,,,,,,,"414","690","left"
,,,,,,,,,,"1050","54","left"
,,,,,,,,,,"1050","690","left"
,,,,,,,,,,"417","57","left"
,,,,,,,,,,"417","693","left"
,,,,,,,,,,"1053","57","left"
,,,,,,,,,,"1053","693","left"
,,,,,,,,,,"418","56","left"
,,,,,,,,,,"418","692","left"
,,,,,,,,,,"1054","56","left"
,,,,,,,,,,"1054","692","left"
,,,,,,,,,,"421","38","left"
,,,,,,,,,,"421","674","left"
,,,,,,,,,,"1057","38","left"
,,,,,,,,,,"1057","674","left"
,,,,,,,,,,"423","55","left"
,,,,,,,,,,"423","691","left"
,,,,,,,,,,"1059","55","left"
,,,,,,,,,,"1059","691","left"
,,,,,,,,,,"426","55","left"
,,,,,,,,,,"426","691","left"
,,,,,,,,,,"1062","55","left"
,,,,,,,,,,"1062","691","left"
,,,,,,,,,,"431","54","left"
,,,,,,,,,,"431","690","left"
,,,,,,,,,,"1067","54","left"
,,,,,,,,,,"1067","690","left"
,,,,,,,,,,"434","61","left"
,,,,,,,,,,"434","697","left"
,,,,,,,,,,"1070","61","left"
,,,,,,,,,,"1070","697","left"
,,,,,,,,,,"435","56","left"
,,,,,,,,,,"435","692","left"
,,,,,,,,,,"1071","56","left"
,,,,,,,,,,"1071","692","left"
,,,,,,,,,,"438","38","left"
,,,,,,,,,,"438","674","left"
,,,,,,,,,,"1074","38","left"
,,,,,,,,,,"1074","674","left"
,,,,,,,,,,"440","55","left"
,,,,,,,,,,"440","691","left"
,,,,,,,,,,"1076","55","left"
,,,,,,,,,,"1076","691","left"
,,,,,,,,,,"443","55","left"
,,,,,,,,,,"443","691","left"
,,,,,,,,,,"1079","55","left"
,,,,,,,,,,"1079","691","left"
,,,,,,,,,,"448","54","left"
,,,,,,,,,,"448","690","left"
,,,,,,,,,,"1084","54","left"
,,,,,,,,,,"1084","690","left"
,,,,,,,,,,"451","61","left"
,,,,,,,,,,"451","697","left"
,,,,,,,,,,"1087","61","left"
,,,,,,,,,,"1087","697","left"
,,,,,,,,,,"452","56","left"
,,,,,,,,,,"452","692","left"
,,,,,,,,,,"1088","56","left"
,,,,,,,,,,"1088","692","left"
,,,,,,,,,,"455","38","left"
,,,,,,,,,,"455","674","left"
,,,,,,,,,,"1091","38","left"
,,,,,,,,,,"1091","674","left"
,,,,,,,,,,"457","55","left"
,,,,,,,,,,"457","691","left"
,,,,,,,,,,"1093","55","left"
,,,,,,,,,,"1093","691","left"
,,,,,,,,,,"460","55","left"
,,,,,,,,,,"460","691","left"
,,,,,,,,,,"1096","55","left"
,,,,,,,,,,"1096","691","left"
,,,,,,,,,,"465","54","left"
,,,,,,,,,,"465","690","left"
,,,,,,,,,,"1101","54","left"
,,,,,,,,,,"1101","690","left"
,,,,,,,,,,"468","65","left"
,,,,,,,,,,"468","701","left"
,,,,,,,,,,"1104","65","left"
,,,,,,,,,,"1104","701","left"
,,,,,,,,,,"469","64","left"
,,,,,,,,,,"469","700","left"
,,,,,,,,,,"1105","64","left"
,,,,,,,,,,"1105","700","left"
,,,,,,,,,,"471","68","left"
,,,,,,,,,,"471","704","left"
,,,,,,,,,,"1107","68","left"
,,,,,,,,,,"1107","704","left"
,,,,,,,,,,"475","55","left"
,,,,,,,,,,"475","691","left"
,,,,,,,,,,"1111","55","left"
,,,,,,,,,,"1111","691","left"
,,,,,,,,,,"480","54","left"
,,,,,,,,,,"480","690","left"
,,,,,,,,,,"1116","54","left"
,,,,,,,,,,"1116","690","left"
,,,,,,,,,,"483","67","left"
,,,,,,,,,,"483","703","left"
,,,,,,,,,,"1119","67","left"
,,,,,,,,,,"1119","703","left"
,,,,,,,,,,"484","64","left"
,,,,,,,,,,"484","700","left"
,,,,,,,,,,"1120","64","left"
,,,,,,,,,,"1120","700","left"
,,,,,,,,,,"486","68","left"
,,,,,,,,,,"486","704","left"
,,,,,,,,,,"1122","68","left"
,,,,,,,,,,"1122","704","left"
,,,,,,,,,,"490","55","left"
,,,,,,,,,,"490","691","left"
,,,,,,,,,,"1126","55","left"
,,,,,,,,,,"1126","691","left"
,,,,,,,,,,"495","54","left"
,,,,,,,,,,"495","690","left"
,,,,,,,,,,"1131","54","left"
,,,,,,,,,,"1131","690","left"
,,,,,,,,,,"498","67","left"
,,,,,,,,,,"498","703","left"
,,,,,,,,,,"1134","67","left"
,,,,,,,,,,"1134","703","left"
,,,,,,,,,,"499","64","left"
,,,,,,,,,,"499","700","left"
,,,,,,,,,,"1135","64","left"
,,,,,,,,,,"1135","700","left"
,,,,,,,,,,"501","68","left"
,,,,,,,,,,"501","704","left"
,,,,,,,,,,"1137","68","left"
,,,,,,,,,,"1137","704","left"
,,,,,,,,,,"505","55","left"
,,,,,,,,,,"505","691","left"
,,,,,,,,,,"1141","55","left"
,,,,,,,,,,"1141","691","left"
,,,,,,,,,,"510","54","left"
,,,,,,,,,,"510","690","left"
,,,,,,,,,,"1146","54","left"
,,,,,,,,,,"1146","690","left"
,,,,,,,,,,"514","69","left"
,,,,,,,,,,"514","705","left"
,,,,,,,,,,"1150","69","left"
,,,,,,,,,,"1150","705","left"
,,,,,,,,,,"520","37","left"
,,,,,,,,,,"520","673","left"
,,,,,,,,,,"1156","37","left"
,,,,,,,,,,"1156","673","left"
,,,,,,,,,,"525","55","left"
,,,,,,,,,,"525","691","left"
,,,,,,,,,,"1161","55","left"
,,,,,,,,,,"1161","691","left"
,,,,,,,,,,"530","37","left"
,,,,,,,,,,"530","673","left"
,,,,,,,,,,"1166","37","left"
,,,,,,,,,,"1166","673","left"
,,,,,,,,,,"531","55","left"
,,,,,,,,,,"531","691","left"
,,,,,,,,,,"1167","55","left"
,,,,,,,,,,"1167","691","left"
,,,,,,,,,,"535","37","left"
,,,,,,,,,,"535","673","left"
,,,,,,,,,,"1171","37","left"
,,,,,,,,,,"1171","673","left"
,,,,,,,,,,"539","37","left"
,,,,,,,,,,"539","673","left"
,,,,,,,,,,"1175","37","left"
,,,,,,,,,,"1175","673","left"
,,,,,,,,,,"540","55","left"
,,,,,,,,,,"540","691","left"
,,,,,,,,,,"1176","55","left"
,,,,,,,,,,"1176","691","left"
,,,,,,,,,,"544","37","left"
,,,,,,,,,,"544","673","left"
,,,,,,,,,,"1180","37","left"
,,,,,,,,,,"1180","673","left"
,,,,,,,,,,"547","55","left"
,,,,,,,,,,"547","691","left"
,,,,,,,,,,"1183","55","left"
,,,,,,,,,,"1183","691","left"
,,,,,,,,,,"549","37","left"
,,,,,,,,,,"549","673","left"
,,,,,,,,,,"1185","37","left"
,,,,,,,,,,"1185","673","left"
,,,,,,,,,,"552","55","left"
,,,,,,,,,,"552","691","left"
,,,,,,,,,,"1188","55","left"
,,,,,,,,,,"1188","691","left"
,,,,,,,,,,"554","37","left"
,,,,,,,,,,"554","673","left"
,,,,,,,,,,"1190","37","left"
,,,,,,,,,,"1190","673","left"
,,,,,,,,,,"557","37","left"
,,,,,,,,,,"557","673","left"
,,,,,,,,,,"1193","37","left"
,,,,,,,,,,"1193","673","left"
,,,,,,,,,,"561","55","left"
,,,,,,,,,,"561","691","left"
,,,,,,,,,,"1197","55","left"
,,,,,,,,,,"1197","691","left"
,,,,,,,,,,"563","37","left"
,,,,,,,,,,"563","673","left"
,,,,,,,,,,"1199","37","left"
,,,,,,,,,,"1199","673","left"
,,,,,,,,,,"566","55","left"
,,,,,,,,,,"566","691","left"
,,,,,,,,,,"1202","55","left"
,,,,,,,,,,"1202","691","left"
,,,,,,,,,,"568","37","left"
,,,,,,,,,,"568","673","left"
,,,,,,,,,,"1204","37","left"
,,,,,,,,,,"1204","673","left"
,,,,,,,,,,"571","37","left"
,,,,,,,,,,"571","673","left"
,,,,,,,,,,"1207","37","left"
,,,,,,,,,,"1207","673","left"
,,,,,,,,,,"595","72","left"
,,,,,,,,,,"595","708","left"
,,,,,,,,,,"1231","72","left"
,,,,,,,,,,"1231","708","left"
,,,,,,,,,,"596","55","left"
,,,,,,,,,,"596","691","left"
,,,,,,,,,,"1232","55","left"
,,,,,,,,,,"1232","691","left"
,,,,,,,,,,"599","71","left"
,,,,,,,,,,"599","707","left"
,,,,,,,,,,"1235","71","left"
,,,,,,,,,,"1235","707","left"
,,,,,,,,,,"601","73","left"
,,,,,,,,,,"601","709","left"
,,,,,,,,,,"1237","73","left"
,,,,,,,,,,"1237","709","left"
,,,,,,,,,,"611","72","left"
,,,,,,,,,,"611","708","left"
,,,,,,,,,,"1247","72","left"
,,,,,,,,,,"1247","708","left"
,,,,,,,,,,"612","55","left"
,,,,,,,,,,"612","691","left"
,,,,,,,,,,"1248","55","left"
,,,,,,,,,,"1248","691","left"
,,,,,,,,,,"615","74","left"
,,,,,,,,,,"615","710","left"
,,,,,,,,,,"1251","74","left"
,,,,,,,,,,"1251","710","left"
,,,,,,,,,,"237","0","left"
,,,,,,,,,,"237","636","left"
,,,,,,,,,,"873","0","left"
,,,,,,,,,,"873","636","left"
,,,,,,,,,,"238","0","left"
,,,,,,,,,,"238","636","left"
,,,,,,,,,,"874","0","left"
,,,,,,,,,,"874","636","left"
,,,,,,,,,,"243","1","left"
,,,,,,,,,,"243","637","left"
,,,,,,,,,,"879","1","left"
,,,,,,,,,,"879","637","left"
,,,,,,,,,,"250","2","left"
,,,,,,,,,,"250","638","left"
,,,,,,,,,,"886","2","left"
,,,,,,,,,,"886","638","left"
,,,,,,,,,,"266","1","left"
,,,,,,,,,,"266","637","left"
,,,,,,,,,,"902","1","left"
,,,,,,,,,,"902","637","left"
,,,,,,,,,,"270","2","left"
,,,,,,,,,,"270","638","left"
,,,,,,,,,,"906","2","left"
,,,,,,,,,,"906","638","left"
,,,,,,,,,,"277","1","left"
,,,,,,,,,,"277","637","left"
,,,,,,,,,,"913","1","left"
,,,,,,,,,,"913","637","left"
,,,,,,,,,,"284","2","left"
,,,,,,,,,,"284","638","left"
,,,,,,,,,,"920","2","left"
,,,,,,,,,,"920","638","left"
,,,,,,,,,,"294","0","left"
,,,,,,,,,,"294","636","left"
,,,,,,,,,,"930","0","left"
,,,,,,,,,,"930","636","left"
,,,,,,,,,,"295","0","left"
,,,,,,,,,,"295","636","left"
,,,,,,,,,,"931","0","left"
,,,,,,,,,,"931","636","left"
,,,,,,,,,,"300","5","left"
,,,,,,,,,,"300","641","left"
,,,,,,,,,,"936","5","left"
,,,,,,,,,,"936","641","left"
,,,,,,,,,,"301","4","left"
,,,,,,,,,,"301","640","left"
,,,,,,,,,,"937","4","left"
,,,,,,,,,,"937","640","left"
,,,,,,,,,,"302","3","left"
,,,,,,,,,,"302","639","left"
,,,,,,,,,,"938","3","left"
,,,,,,,,,,"938","639","left"
,,,,,,,,,,"303","5","left"
,,,,,,,,,,"303","641","left"
,,,,,,,,,,"939","5","left"
,,,,,,,,,,"939","641","left"
,,,,,,,,,,"304","5","left"
,,,,,,,,,,"304","641","left"
,,,,,,,,,,"940","5","left"
,,,,,,,,,,"940","641","left"
,,,,,,,,,,"305","5","left"
,,,,,,,,,,"305","641","left"
,,,,,,,,,,"941","5","left"
,,,,,,,,,,"941","641","left"
,,,,,,,,,,"306","8","left"
,,,,,,,,,,"306","644","left"
,,,,,,,,,,"942","8","left"
,,,,,,,,,,"942","644","left"
,,,,,,,,,,"307","7","left"
,,,,,,,,,,"307","643","left"
,,,,,,,,,,"943","7","left"
,,,,,,,,,,"943","643","left"
,,,,,,,,,,"309","10","left"
,,,,,,,,,,"309","646","left"
,,,,,,,,,,"945","10","left"
,,,,,,,,,,"945","646","left"
,,,,,,,,,,"311","11","left"
,,,,,,,,,,"311","647","left"
,,,,,,,,,,"947","11","left"
,,,,,,,,,,"947","647","left"
,,,,,,,,,,"315","9","left"
,,,,,,,,,,"315","645","left"
,,,,,,,,,,"951","9","left"
,,,,,,,,,,"951","645","left"
,,,,,,,,,,"317","10","left"
,,,,,,,,,,"317","646","left"
,,,,,,,,,,"953","10","left"
,,,,,,,,,,"953","646","left"
,,,,,,,,,,"319","11","left"
,,,,,,,,,,"319","647","left"
,,,,,,,,,,"955","11","left"
,,,,,,,,,,"955","647","left"
,,,,,,,,,,"323","9","left"
,,,,,,,,,,"323","645","left"
,,,,,,,,,,"959","9","left"
,,,,,,,,,,"959","645","left"
,,,,,,,,,,"324","12","left"
,,,,,,,,,,"324","648","left"
,,,,,,,,,,"960","12","left"
,,,,,,,,,,"960","648","left"
,,,,,,,,,,"325","7","left"
,,,,,,,,,,"325","643","left"
,,,,,,,,,,"961","7","left"
,,,,,,,,,,"961","643","left"
,,,,,,,,,,"326","7","left"
,,,,,,,,,,"326","643","left"
,,,,,,,,,,"962","7","left"
,,,,,,,,,,"962","643","left"
,,,,,,,,,,"330","13","left"
,,,,,,,,,,"330","649","left"
,,,,,,,,,,"966","13","left"
,,,,,,,,,,"966","649","left"
,,,,,,,,,,"338","7","left"
,,,,,,,,,,"338","643","left"
,,,,,,,,,,"974","7","left"
,,,,,,,,,,"974","643","left"
,,,,,,,,,,"341","5","left"
,,,,,,,,,,"341","641","left"
,,,,,,,,,,"977","5","left"
,,,,,,,,,,"977","641","left"
,,,,,,,,,,"342","7","left"
,,,,,,,,,,"342","643","left"
,,,,,,,,,,"978","7","left"
,,,,,,,,,,"978","643","left"
,,,,,,,,,,"346","13","left"
,,,,,,,,,,"346","649","left"
,,,,,,,,,,"982","13","left"
,,,,,,,,,,"982","649","left"
,,,,,,,,,,"354","7","left"
,,,,,,,,,,"354","643","left"
,,,,,,,,,,"990","7","left"
,,,,,,,,,,"990","643","left"
,,,,,,,,,,"357","5","left"
,,,,,,,,,,"357","641","left"
,,,,,,,,,,"993","5","left"
,,,,,,,,,,"993","641","left"
,,,,,,,,,,"358","7","left"
,,,,,,,,,,"358","643","left"
,,,,,,,,,,"994","7","left"
,,,,,,,,,,"994","643","left"
,,,,,,,,,,"362","13","left"
,,,,,,,,,,"362","649","left"
,,,,,,,,,,"998","13","left"
,,,,,,,,,,"998","649","left"
,,,,,,,,,,"370","7","left"
,,,,,,,,,,"370","643","left"
,,,,,,,,,,"1006","7","left"
,,,,,,,,,,"1006","643","left"
,,,,,,,,,,"373","5","left"
,,,,,,,,,,"373","641","left"
,,,,,,,,,,"1009","5","left"
,,,,,,,,,,"1009","641","left"
,,,,,,,,,,"374","7","left"
,,,,,,,,,,"374","643","left"
,,,,,,,,,,"1010","7","left"
,,,,,,,,,,"1010","643","left"
,,,,,,,,,,"377","13","left"
,,,,,,,,,,"377","649","left"
,,,,,,,,,,"1013","13","left"
,,,,,,,,,,"1013","649","left"
,,,,,,,,,,"384","7","left"
,,,,,,,,,,"384","643","left"
,,,,,,,,,,"1020","7","left"
,,,,,,,,,,"1020","643","left"
,,,,,,,,,,"387","5","left"
,,,,,,,,,,"387","641","left"
,,,,,,,,,,"1023","5","left"
,,,,,,,,,,"1023","641","left"
,,,,,,,,,,"388","7","left"
,,,,,,,,,,"388","643","left"
,,,,,,,,,,"1024","7","left"
,,,,,,,,,,"1024","643","left"
,,,,,,,,,,"391","13","left"
,,,,,,,,,,"391","649","left"
,,,,,,,,,,"1027","13","left"
,,,,,,,,,,"1027","649","left"
,,,,,,,,,,"398","7","left"
,,,,,,,,,,"398","643","left"
,,,,,,,,,,"1034","7","left"
,,,,,,,,,,"1034","643","left"
,,,,,,,,,,"401","5","left"
,,,,,,,,,,"401","641","left"
,,,,,,,,,,"1037","5","left"
,,,,,,,,,,"1037","641","left"
,,,,,,,,,,"402","7","left"
,,,,,,,,,,"402","643","left"
,,,,,,,,,,"1038","7","left"
,,,,,,,,,,"1038","643","left"
,,,,,,,,,,"405","13","left"
,,,,,,,,,,"405","649","left"
,,,,,,,,,,"1041","13","left"
,,,,,,,,,,"1041","649","left"
,,,,,,,,,,"412","7","left"
,,,,,,,,,,"412","643","left"
,,,,,,,,,,"1048","7","left"
,,,,,,,,,,"1048","643","left"
,,,,,,,,,,"415","5","left"
,,,,,,,,,,"415","641","left"
,,,,,,,,,,"1051","5","left"
,,,,,,,,,,"1051","641","left"
,,,,,,,,,,"416","7","left"
,,,,,,,,,,"416","643","left"
,,,,,,,,,,"1052","7","left"
,,,,,,,,,,"1052","643","left"
,,,,,,,,,,"420","13","left"
,,,,,,,,,,"420","649","left"
,,,,,,,,,,"1056","13","left"
,,,,,,,,,,"1056","649","left"
,,,,,,,,,,"429","7","left"
,,,,,,,,,,"429","643","left"
,,,,,,,,,,"1065","7","left"
,,,,,,,,,,"1065","643","left"
,,,,,,,,,,"432","5","left"
,,,,,,,,,,"432","641","left"
,,,,,,,,,,"1068","5","left"
,,,,,,,,,,"1068","641","left"
,,,,,,,,,,"433","7","left"
,,,,,,,,,,"433","643","left"
,,,,,,,,,,"1069","7","left"
,,,,,,,,,,"1069","643","left"
,,,,,,,,,,"437","13","left"
,,,,,,,,,,"437","649","left"
,,,,,,,,,,"1073","13","left"
,,,,,,,,,,"1073","649","left"
,,,,,,,,,,"446","7","left"
,,,,,,,,,,"446","643","left"
,,,,,,,,,,"1082","7","left"
,,,,,,,,,,"1082","643","left"
,,,,,,,,,,"449","5","left"
,,,,,,,,,,"449","641","left"
,,,,,,,,,,"1085","5","left"
,,,,,,,,,,"1085","641","left"
,,,,,,,,,,"450","7","left"
,,,,,,,,,,"450","643","left"
,,,,,,,,,,"1086","7","left"
,,,,,,,,,,"1086","643","left"
,,,,,,,,,,"454","13","left"
,,,,,,,,,,"454","649","left"
,,,,,,,,,,"1090","13","left"
,,,,,,,,,,"1090","649","left"
,,,,,,,,,,"463","7","left"
,,,,,,,,,,"463","643","left"
,,,,,,,,,,"1099","7","left"
,,,,,,,,,,"1099","643","left"
,,,,,,,,,,"466","5","left"
,,,,,,,,,,"466","641","left"
,,,,,,,,,,"1102","5","left"
,,,,,,,,,,"1102","641","left"
,,,,,,,,,,"467","7","left"
,,,,,,,,,,"467","643","left"
,,,,,,,,,,"1103","7","left"
,,,,,,,,,,"1103","643","left"
,,,,,,,,,,"470","13","left"
,,,,,,,,,,"470","649","left"
,,,,,,,,,,"1106","13","left"
,,,,,,,,,,"1106","649","left"
,,,,,,,,,,"478","7","left"
,,,,,,,,,,"478","643","left"
,,,,,,,,,,"1114","7","left"
,,,,,,,,,,"1114","643","left"
,,,,,,,,,,"481","5","left"
,,,,,,,,,,"481","641","left"
,,,,,,,,,,"1117","5","left"
,,,,,,,,,,"1117","641","left"
,,,,,,,,,,"482","7","left"
,,,,,,,,,,"482","643","left"
,,,,,,,,,,"1118","7","left"
,,,,,,,,,,"1118","643","left"
,,,,,,,,,,"485","13","left"
,,,,,,,,,,"485","649","left"
,,,,,,,,,,"1121","13","left"
,,,,,,,,,,"1121","649","left"
,,,,,,,,,,"493","7","left"
,,,,,,,,,,"493","643","left"
,,,,,,,,,,"1129","7","left"
,,,,,,,,,,"1129","643","left"
,,,,,,,,,,"496","5","left"
,,,,,,,,,,"496","641","left"
,,,,,,,,,,"1132","5","left"
,,,,,,,,,,"1132","641","left"
,,,,,,,,,,"497","7","left"
,,,,,,,,,,"497","643","left"
,,,,,,,,,,"1133","7","left"
,,,,,,,,,,"1133","643","left"
,,,,,,,,,,"500","13","left"
,,,,,,,,,,"500","649","left"
,,,,,,,,,,"1136","13","left"
,,,,,,,,,,"1136","649","left"
,,,,,,,,,,"508","7","left"
,,,,,,,,,,"508","643","left"
,,,,,,,,,,"1144","7","left"
,,,,,,,,,,"1144","643","left"
,,,,,,,,,,"511","5","left"
,,,,,,,,,,"511","641","left"
,,,,,,,,,,"1147","5","left"
,,,,,,,,,,"1147","641","left"
,,,,,,,,,,"512","17","left"
,,,,,,,,,,"512","653","left"
,,,,,,,,,,"1148","17","left"
,,,,,,,,,,"1148","653","left"
,,,,,,,,,,"513","18","left"
,,,,,,,,,,"513","654","left"
,,,,,,,,,,"1149","18","left"
,,,,,,,,,,"1149","654","left"
,,,,,,,,,,"517","16","left"
,,,,,,,,,,"517","652","left"
,,,,,,,,,,"1153","16","left"
,,,,,,,,,,"1153","652","left"
,,,,,,,,,,"518","20","left"
,,,,,,,,,,"518","656","left"
,,,,,,,,,,"1154","20","left"
,,,,,,,,,,"1154","656","left"
,,,,,,,,,,"521","21","left"
,,,,,,,,,,"521","657","left"
,,,,,,,,,,"1157","21","left"
,,,,,,,,,,"1157","657","left"
,,,,,,,,,,"527","21","left"
,,,,,,,,,,"527","657","left"
,,,,,,,,,,"1163","21","left"
,,,,,,,,,,"1163","657","left"
,,,,,,,,,,"528","22","left"
,,,,,,,,,,"528","658","left"
,,,,,,,,,,"1164","22","left"
,,,,,,,,,,"1164","658","left"
,,,,,,,,,,"532","25","left"
,,,,,,,,,,"532","661","left"
,,,,,,,,,,"1168","25","left"
,,,,,,,,,,"1168","661","left"
,,,,,,,,,,"541","25","left"
,,,,,,,,,,"541","661","left"
,,,,,,,,,,"1177","25","left"
,,,,,,,,,,"1177","661","left"
,,,,,,,,,,"548","25","left"
,,,,,,,,,,"548","661","left"
,,,,,,,,,,"1184","25","left"
,,,,,,,,,,"1184","661","left"
,,,,,,,,,,"553","25","left"
,,,,,,,,,,"553","661","left"
,,,,,,,,,,"1189","25","left"
,,,,,,,,,,"1189","661","left"
,,,,,,,,,,"559","27","left"
,,,,,,,,,,"559","663","left"
,,,,,,,,,,"1195","27","left"
,,,,,,,,,,"1195","663","left"
,,,,,,,,,,"567","25","left"
,,,,,,,,,,"567","661","left"
,,,,,,,,,,"1203","25","left"
,,,,,,,,,,"1203","661","left"
,,,,,,,,,,"573","29","left"
,,,,,,,,,,"573","665","left"
,,,,,,,,,,"1209","29","left"
,,,,,,,,,,"1209","665","left"
,,,,,,,,,,"574","32","left"
,,,,,,,,,,"574","668","left"
,,,,,,,,,,"1210","32","left"
,,,,,,,,,,"1210","668","left"
,,,,,,,,,,"576","31","left"
,,,,,,,,,,"576","667","left"
,,,,,,,,,,"1212","31","left"
,,,,,,,,,,"1212","667","left"
,,,,,,,,,,"600","34","left"
,,,,,,,,,,"600","670","left"
,,,,,,,,,,"1236","34","left"
,,,,,,,,,,"1236","670","left"
,,,,,,,,,,"602","35","left"
,,,,,,,,,,"602","671","left"
,,,,,,,,,,"1238","35","left"
,,,,,,,,,,"1238","671","left"
,,,,,,,,,,"603","34","left"
,,,,,,,,,,"603","670","left"
,,,,,,,,,,"1239","34","left"
,,,,,,,,,,"1239","670","left"
,,,,,,,,,,"606","35","left"
,,,,,,,,,,"606","671","left"
,,,,,,,,,,"1242","35","left"
,,,,,,,,,,"1242","671","left"
,,,,,,,,,,"616","34","left"
,,,,,,,,,,"616","670","left"
,,,,,,,,,,"1252","34","left"
,,,,,,,,,,"1252","670","left"
,,,,,,,,,,"617","35","left"
,,,,,,,,,,"617","671","left"
,,,,,,,,,,"1253","35","left"
,,,,,,,,,,"1253","671","left"
,,,,,,,,,,"239","0","right"
,,,,,,,,,,"239","636","right"
,,,,,,,,,,"875","0","right"
,,,,,,,,,,"875","636","right"
,,,,,,,,,,"296","0","right"
,,,,,,,,,,"296","636","right"
,,,,,,,,,,"932","0","right"
,,,,,,,,,,"932","636","right"
,,,,,,,,,,"303","6","right"
,,,,,,,,,,"303","642","right"
,,,,,,,,,,"939","6","right"
,,,,,,,,,,"939","642","right"
,,,,,,,,,,"304","6","right"
,,,,,,,,,,"304","642","right"
,,,,,,,,,,"940","6","right"
,,,,,,,,,,"940","642","right"
,,,,,,,,,,"305","6","right"
,,,,,,,,,,"305","642","right"
,,,,,,,,,,"941","6","right"
,,,,,,,,,,"941","642","right"
,,,,,,,,,,"306","9","right"
,,,,,,,,,,"306","645","right"
,,,,,,,,,,"942","9","right"
,,,,,,,,,,"942","645","right"
,,,,,,,,,,"330","14","right"
,,,,,,,,,,"330","650","right"
,,,,,,,,,,"966","14","right"
,,,,,,,,,,"966","650","right"
,,,,,,,,,,"331","15","right"
,,,,,,,,,,"331","651","right"
,,,,,,,,,,"967","15","right"
,,,,,,,,,,"967","651","right"
,,,,,,,,,,"346","14","right"
,,,,,,,,,,"346","650","right"
,,,,,,,,,,"982","14","right"
,,,,,,,,,,"982","650","right"
,,,,,,,,,,"347","15","right"
,,,,,,,,,,"347","651","right"
,,,,,,,,,,"983","15","right"
,,,,,,,,,,"983","651","right"
,,,,,,,,,,"362","14","right"
,,,,,,,,,,"362","650","right"
,,,,,,,,,,"998","14","right"
,,,,,,,,,,"998","650","right"
,,,,,,,,,,"363","15","right"
,,,,,,,,,,"363","651","right"
,,,,,,,,,,"999","15","right"
,,,,,,,,,,"999","651","right"
,,,,,,,,,,"377","14","right"
,,,,,,,,,,"377","650","right"
,,,,,,,,,,"1013","14","right"
,,,,,,,,,,"1013","650","right"
,,,,,,,,,,"378","15","right"
,,,,,,,,,,"378","651","right"
